6.1225e-17,0,0,0,1
4.0609e-18,8.0323e-18,4.5846e-18,0.16496,0.98698
3.6632e-34,1.6088e-17,1.6073e-17,0.3714,0.92854
4.6713e-18,2.5431e-17,2.6099e-17,0.59999,0.80006
4.8844e-17,3.4854e-18,0,0.79977,0.60036
2.7599e-17,4.9708e-17,0,0.92857,0.37145
2.4104e-17,4.8228e-17,2.7239e-17,0.98653,0.16443
6.1219e-17,0,1.0155e-18,1,0
0,1.0106e-17,0.16505,0,0.98631
1.1785e-17,0,0.19249,0.19221,0.96236
1.9925e-34,1.336e-17,0.21819,0.4364,0.87292
2.4272e-34,1.407e-17,0.22979,0.68824,0.68842
9.0792e-18,9.7904e-18,0.21808,0.87289,0.43639
8.3503e-18,8.3346e-18,0.19269,0.96225,0.19258
6.9549e-18,7.2794e-18,0.16443,0.98644,0
7.7983e-20,2.2739e-17,0.37137,0,0.92849
1.318e-17,2.3252e-17,0.43653,0.21824,0.87309
1.9626e-17,2.2286e-17,0.48501,0.48518,0.72759
2.9693e-17,0,0.48498,0.72756,0.48524
2.6626e-17,2.2741e-18,0.43647,0.873,0.21826
1.6623e-17,1.5515e-17,0.37138,0.92849,0
3.6704e-17,1.2038e-18,0.59981,0,0.80013
7.3882e-19,4.2139e-17,0.68832,0.22918,0.68827
2.1105e-33,4.4575e-17,0.728,0.48453,0.48516
4.2083e-17,2.8925e-18,0.68896,0.68762,0.22939
5.1369e-18,3.6357e-17,0.59968,0.80024,0
4.8941e-17,0,0.79935,7.9213e-09,0.60084
5.3443e-17,9.9822e-22,0.87288,0.21807,0.43665
5.3314e-17,3.6065e-18,0.87277,0.43661,0.2184
2.3787e-33,4.8955e-17,0.79954,0.60066,1.8101e-06
4.9913e-17,2.721e-17,0.92849,0,0.37146
5.8556e-17,6.5154e-18,0.9623,0.19243,0.19256
5.6847e-17,3.6303e-19,0.92849,0.37139,0
6.0404e-17,3.506e-20,0.98658,0,0.16467
6.0394e-17,0,0.98642,0.16421,0
6.1226e-17,2.0492e-19,1,0,0
1.0058e-17,0.16428,0,0,0.98653
1.1792e-17,0.19259,1.9565e-06,0.19246,0.96245
1.336e-17,0.2182,0,0.43644,0.873
1.4029e-17,0.22912,0,0.6883,0.68827
1.3352e-17,0.21807,9.2835e-11,0.87293,0.43642
1.177e-17,0.19222,1.2872e-07,0.96238,0.19259
1.0071e-17,0.16447,0,0.98647,0
1.1795e-17,0.19264,0.19257,0,0.96233
1.4044e-17,0.22937,0.22937,0.22938,0.91776
1.5808e-17,0.25818,0.25809,0.51643,0.77478
1.5823e-17,0.25842,0.25828,0.77473,0.51627
1.4025e-17,0.22906,0.22923,0.91787,0.22943
1.1789e-17,0.19253,0.19231,0.96236,0
3.3474e-07,0.21827,0.4364,0,0.87295
1.5822e-17,0.25841,0.51616,0.2581,0.77473
1.7009e-17,0.27779,0.55395,0.55523,0.55479
1.5799e-17,0.25803,0.5165,0.7746,0.25817
1.3357e-17,0.21814,0.43657,0.87301,0
1.4058e-17,0.2296,0.68826,0,0.68834
1.5824e-17,0.25844,0.77472,0.2582,0.5165
1.5835e-17,0.25861,0.77488,0.51675,0.25822
1.4086e-17,0.23005,0.68828,0.68828,4.4143e-06
1.3358e-17,0.21817,0.87283,0,0.43658
1.4042e-17,0.22934,0.91764,0.22942,0.22979
1.3358e-17,0.21816,0.87294,0.43642,0
1.1786e-17,0.19249,0.96238,0,0.19252
1.1767e-17,0.19217,0.96254,0.19243,0
1.0082e-17,0.16466,0.98654,0,0
2.2738e-17,0.37135,0,4.9854e-09,0.9285
2.6726e-17,0.4365,0,0.21809,0.87292
2.9707e-17,0.48518,3.2698e-07,0.48486,0.72776
2.9695e-17,0.48497,3.3214e-07,0.72762,0.48528
2.6721e-17,0.43641,0,0.8729,0.21835
2.2738e-17,0.37136,0,0.9285,0
2.6721e-17,0.43641,0.21816,0,0.87293
3.1613e-17,0.51631,0.2581,0.2581,0.77474
7.3815e-11,0.55449,0.27762,0.55479,0.5551
3.1625e-17,0.5165,0.25791,0.77475,0.25817
9.6031e-07,0.43643,0.21819,0.87286,0
2.9706e-17,0.48515,0.48498,0,0.7277
3.3957e-17,0.55458,0.55459,0.27736,0.55508
3.3958e-17,0.55461,0.55498,0.55458,0.27755
2.9724e-17,0.48545,0.48496,0.72764,0
4.8703e-09,0.48489,0.72763,0,0.48531
3.1595e-17,0.51602,0.77518,0.25827,0.25785
2.9696e-17,0.48499,0.72792,0.48503,0
1.8299e-06,0.43679,0.87292,0,0.21837
2.6725e-17,0.43648,0.87304,0.21778,0
2.274e-17,0.37139,0.92851,0,8.5057e-07
3.6731e-17,0.59989,0,0,0.80031
4.2146e-17,0.68833,0,0.22939,0.68814
4.4553e-17,0.72764,0,0.48495,0.48514
4.2147e-17,0.68835,0,0.6884,0.22943
3.6712e-17,0.59959,2.2749e-12,0.8004,0
4.2199e-17,0.6892,0.22962,0,0.6872
1.6098e-05,0.77458,0.25808,0.25865,0.51637
4.7424e-17,0.77452,0.25721,0.51716,0.25819
2.4232e-05,0.68903,0.22844,0.68825,0
3.6316e-09,0.72755,0.48527,6.0216e-08,0.48499
4.7436e-17,0.77473,0.51631,0.25839,0.2582
4.4565e-17,0.72783,0.48494,0.48501,0
4.2173e-17,0.68878,0.68876,2.3425e-05,0.22947
4.2121e-17,0.68792,0.6886,0.22932,0
4.5407e-13,0.59985,0.80017,5.1701e-09,0
4.898e-17,0.79994,1.1897e-09,0,0.60016
5.3448e-17,0.87292,0,0.21792,0.43665
5.3442e-17,0.87282,0,0.43653,0.21792
4.8974e-17,0.79984,0,0.60048,3.5668e-06
5.3438e-17,0.87276,0.21826,0,0.4366
5.6198e-17,0.91783,0.22928,0.22913,0.22954
5.3456e-17,0.87304,0.21802,0.43642,6.9453e-08
5.3462e-17,0.87314,0.43672,0,0.21816
5.3464e-17,0.87318,0.43592,0.2182,0
0.00022925,0.80052,0.59968,0,0
5.6844e-17,0.92838,0,0,0.37158
5.892e-17,0.96229,1.4897e-06,0.1926,0.19212
3.8945e-11,0.92843,6.2216e-08,0.37144,0
5.891e-17,0.96212,0.1933,0,0.1922
5.8917e-17,0.96224,0.19248,0.19246,0
5.6848e-17,0.92845,0.3715,0,0
7.7815e-11,0.98649,0,6.8659e-08,0.16448
6.0414e-17,0.98668,0,0.16442,0
6.0398e-17,0.98642,0.16412,0,0
6.1229e-17,1,0,0,0
0.1643,2.7383e-08,1.7215e-06,7.3342e-10,0.9865
0.19243,7.5249e-06,0,0.19229,0.96246
0.21818,0,3.015e-08,0.43642,0.87296
0.22927,0,0,0.68861,0.6886
0.21809,0,9.5869e-11,0.87305,0.43647
0.1923,0,0,0.96283,0.19225
0.16443,0,0,0.98653,0
0.19262,0,0.19254,0,0.96221
0.22939,0,0.22941,0.22941,0.9179
0.25817,3.4956e-12,0.25808,0.51643,0.77479
0.2584,0,0.25827,0.77469,0.51624
0.22908,0,0.22926,0.91799,0.2293
0.19254,0,0.19233,0.96246,0
0.21845,0,0.43628,0,0.87292
0.25845,0,0.51613,0.2581,0.77473
0.27803,0,0.55447,0.55505,0.555
0.25811,0,0.51654,0.7747,0.25788
0.21812,0,0.43655,0.87294,0
0.22962,0,0.68836,0,0.68833
0.25856,0.00015681,0.77483,0.25834,0.51661
0.25856,0,0.77482,0.51669,0.25819
0.22977,0,0.68836,0.68828,0
0.21843,0,0.87278,4.5027e-14,0.43658
0.22936,0,0.91776,0.22936,0.2291
0.21814,8.9013e-08,0.87293,0.43641,1.8735e-06
0.19239,0,0.96232,0,0.1925
0.19245,6.674e-08,0.9623,0.19219,0
0.16464,0,0.98646,0,0
0.19252,0.19262,1.3672e-07,2.3356e-12,0.96231
0.22955,0.22915,3.4037e-06,0.22944,0.91775
0.25804,0.25835,0,0.51632,0.77475
0.25787,0.25826,0,0.77469,0.51665
0.22931,0.22933,0,0.91778,0.22921
0.19251,0.19245,0,0.96234,0
0.22922,0.22912,0.22952,0,0.91783
0.2769,0.27725,0.2775,0.27746,0.83227
0.30156,0.30193,0.30167,0.6028,0.60322
0.27711,0.27742,0.27719,0.83235,0.27739
0.22924,0.22946,0.22929,0.91803,0
0.25812,0.25798,0.51616,8.2405e-15,0.77498
0.30194,0.30127,0.60327,0.30133,0.60347
0.30222,0.30151,0.60332,0.6029,0.3009
0.25747,0.25829,0.51674,0.77461,0
0.25843,0.25828,0.77445,1.2972e-11,0.51648
0.2774,0.27726,0.83206,0.27751,0.27741
0.25819,0.25842,0.77452,0.51662,0
0.23013,0.22947,0.91754,0,0.22932
0.22938,0.22946,0.91767,0.2294,0
0.19251,0.19241,0.9626,1.4565e-09,0
0.21809,0.43663,0,0,0.87316
0.25801,0.51633,3.3555e-11,0.25838,0.77471
0.27677,0.55394,0,0.55484,0.55575
0.25787,0.51619,0,0.77504,0.25809
0.21907,0.43656,0,0.87314,7.1873e-06
0.25853,0.51632,0.25767,0,0.77488
0.30187,0.60361,0.30163,0.30142,0.60331
0.30144,0.60339,0.3015,0.603,0.30145
0.25857,0.51667,0.25825,0.77519,0
0.27746,0.55546,0.55523,0,0.55475
0.30151,0.60213,0.60407,0.30154,0.30144
0.27731,0.55526,0.55451,0.55439,0
0.25843,0.51665,0.77443,0,0.25792
0.25849,0.51677,0.77451,0.25796,0
0.21831,0.43647,0.87283,0,1.8008e-06
0.22937,0.68805,3.6586e-07,0,0.68845
0.2583,0.77482,1.8175e-06,0.25836,0.51649
0.25831,0.77527,0,0.51577,0.25754
0.22898,0.68861,0,0.68807,1.29e-05
0.25825,0.77473,0.25799,0,0.51637
0.27714,0.83211,0.27743,0.27738,0.27723
0.25812,0.77484,0.25874,0.51616,0
0.25822,0.77458,0.51631,0,0.25832
0.25814,0.77469,0.51636,0.25805,0
0.22907,0.68742,0.6894,0,1.7603e-06
0.21818,0.87312,0,2.7319e-08,0.43688
0.22983,0.91748,0,0.22945,0.22947
0.21862,0.87254,0,0.43685,0
0.22984,0.91757,0.22941,0,0.22953
0.2294,0.91792,0.22966,0.22964,0
0.21804,0.87293,0.4366,0,0
0.19216,0.96245,0,2.9186e-08,0.19214
0.19179,0.96245,0,0.19245,0
0.19216,0.9624,0.19176,0,0
0.16599,0.98661,0,0,0
0.37135,0,0,1.3835e-06,0.92853
0.43651,1.6773e-14,0,0.2179,0.87291
0.4846,9.5648e-07,0,0.48536,0.72784
0.48507,0,0,0.72765,0.48535
0.43637,0,2.0259e-12,0.87289,0.2183
0.37137,0,0,0.92857,0
0.43642,0,0.21818,2.2488e-09,0.873
0.51635,0,0.25805,0.25811,0.77475
0.5548,0,0.27773,0.55532,0.55422
0.51601,0,0.25813,0.77488,0.25819
0.43667,0,0.21833,0.87273,0
0.48526,0,0.48501,0,0.72781
0.55584,0,0.55343,0.27745,0.55522
0.55458,2.7806e-06,0.55487,0.55477,0.27738
0.48518,0,0.48529,0.72747,0
0.48485,0,0.7276,0,0.48532
0.51631,2.0798e-07,0.77496,0.25827,0.25837
0.48487,0,0.72777,0.48494,0
0.4366,0,0.8728,0,0.2184
0.4361,0.00020859,0.87293,0.21851,1.7295e-06
0.37138,0,0.92853,0,0
0.43639,0.21825,1.7683e-07,0,0.87292
0.51617,0.25822,0,0.25837,0.77466
0.55364,0.27686,0,0.55574,0.55511
0.51649,0.25827,0,0.7747,0.25823
0.43678,0.21841,0,0.8727,0
