Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7
0.449139752,0.066666667,1,0.88034188,1,0,0
0.319348023,0.083333333,0.9,0.692307692,0.959795007,0,0
0.322970118,0.083333333,0.9,0.692307692,0.935216247,0,0
0.326592212,0.1,0.9,0.692307692,0.900464158,0,0
0.354361606,0.083333333,0.9,0.692307692,0.885244859,0,0
0.326592212,0.083333333,0.9,0.692307692,0.905550822,0,0
0.347721099,0.05,0.4,0.692307692,0.74156949,0.222222222,0
0.344099004,0.066666667,0.4,0.692307692,0.766148251,0.222222222,0
0.301237549,0.05,0.4,0.692307692,0.897455396,0.222222222,0
0.304859644,0.05,0.4,0.692307692,0.872876636,0.222222222,0
0.308481739,0.05,0.4,0.692307692,0.848297875,0.222222222,0
0.297011772,0.05,0.4,0.692307692,0.90983888,0.222222222,0
0.350268639,0.05,0.4,0.692307692,0.738690438,0.222222222,0
0.316329611,0.05,0.4,0.692307692,0.801164846,0.222222222,0
0.379794748,0.05,0.4,0.692307692,0.689105637,0.222222222,0
0.397905222,0.05,0.4,0.692307692,0.652735989,0.222222222,0
0.406700875,0.05,0.4,0.692307692,0.636102598,0.222222222,0
0.400718382,0.05,0.4,0.692307692,0.636957158,0.222222222,0
0.415297314,0.05,0.4,0.692307692,0.602703562,0.222222222,0
0.419468759,0.05,0.4,0.692307692,0.600567163,0.222222222,0
0.466555992,0.05,0.4,0.692307692,0.55442349,0.222222222,0
0.431427709,0.05,0.4,0.692307692,0.599712603,0.222222222,0
0.437162692,0.05,0.4,0.692307692,0.582356906,0.222222222,0
0.312103833,0.05,0.4,0.692307692,0.823719114,0.222222222,0
0.472719589,0.05,0.4,0.692307692,0.533354528,0.222222222,0
0.307878056,0.083333333,0.5,0.128205128,0.843618144,0.111111111,0
0.426163598,0.066666667,0.5,0.205128205,0.629344965,0.111111111,0
0.309821914,0.083333333,0.5,0.128205128,0.823457151,0.111111111,0
0.355472382,0.083333333,0.5,0.128205128,0.789157776,0.111111111,0
0.356909146,0.083333333,0.5,0.128205128,0.75444638,0.111111111,0
0.359227286,0.083333333,0.5,0.128205128,0.747197884,0.111111111,0
0.381961968,0.083333333,0.5,0.128205128,0.696331244,0.111111111,0
0.368282523,0.083333333,0.5,0.128205128,0.72901306,0.111111111,0
0.386187745,0.083333333,0.5,0.128205128,0.673776975,0.111111111,0
0.391017205,0.083333333,0.5,0.128205128,0.665694266,0.111111111,0
0.393564745,0.083333333,0.5,0.128205128,0.662817758,0.111111111,0
0.398394205,0.083333333,0.5,0.128205128,0.654737592,0.111111111,0
0.410467854,0.066666667,0.5,0.179487179,0.657352137,0.111111111,0
0.410467854,0.066666667,0.5,0.196581197,0.647178809,0.111111111,0
0.398394205,0.066666667,0.5,0.179487179,0.659824256,0.111111111,0
0.446688802,0.116666667,0.4,0.128205128,0.61344914,0.111111111,0
0.398394205,0.1,0.5,0.128205128,0.649650928,0.111111111,0
0.452725626,0.1,0.5,0.128205128,0.60073248,0.111111111,0
