Obj1,Obj2,Obj3
3.5,0,0
0.773934394,0.623060408,1.756435777
0.01735132,0.38732186,1.482644672
0.058831799,1.85032306,0.168115831
1.165388938,0.777953333,1.008336036
1.374453588,1.358521788,0.186971816
0.626418224,0.862937744,1.570437549
0.025880343,1.42500714,1.048703454
1.258667583,1.082574116,0.905348691
0.148544359,0.233481236,1.981137408
1.038326837,0.738092385,1.062443924
0.168656114,0.198842578,1.793683052
0.909388962,1.484605652,0.988298614
0.019652033,1.637250131,0.520090084
0.647861189,1.558254768,1.362332064
0.718068311,0.527765511,1.61463824
0.094543204,0.017362721,1.691921871
0.485848973,0.11061262,1.541134323
1.071530135,0.788766567,1.214912082
0.192928515,0.154186376,1.535025995
2.188517825,0.643212849,0.256312241
0.778775902,1.703913248,0.025450044
0.019772958,0.345559359,1.517238928
0.505861247,0.647391324,1.715343979
1.705096339,0.651167984,0.369130763
1.563758884,1.426341923,0.417642783
0.648628254,1.597235796,0.540540666
0.271557892,0.634094953,1.704149832
0.295074255,1.621727153,0.090365575
0.876597016,1.246446426,1.057400694
1.121189589,0.592217788,0.62951952
0.018964629,1.455179388,1.643424927
1.29706644,0.000695704,0.972320636
0.078988453,1.182635974,1.399181928
0.599457741,1.335516378,1.115123482
1.151061357,1.546519817,0.155730041
0.198658975,1.973165921,0.747952012
0.257511604,0.32503538,1.483266673
0.022174114,0.007347515,1.687467473
1.042745434,0.835583439,0.831911561
0.698191376,0.924936582,1.718685312
0.923822762,0.400848789,1.480892168
0.78698336,0.526689269,1.874779271
0.82207795,1.291040204,1.4556675
1.035617625,1.514080104,0.104171968
1.242414615,0.115534178,1.327558676
0.273541849,0.229445342,1.872674886
0.80735257,1.04044443,0.498339209
0.27200299,0.535602762,1.903640773
1.179279309,0.383018329,1.266673882
0.853400419,0.127602012,1.88441898
0.497500704,1.681362296,0.154506284
0.303237605,0.57531701,1.96140728
0.35589298,1.461255787,0.365686395
0.412073858,0.342633234,1.616967163
1.713119422,0.529684994,0.352289686
0.073641377,1.949019485,0.926058819
0.728181997,1.054612224,1.280170066
0.216836684,0.016307291,2.214103253
0.512902952,0.074969463,1.505425167
1.867261933,0.441524772,0.358422562
0.681690759,1.673457656,0.806311957
1.369890644,0.696369693,0.166193373
0.335731873,1.289416882,1.400091447
1.063934802,0.827297079,0.967646358
1.94695605,0.929634467,0.002232233
1.273182436,0.355993847,0.97632259
0.468253046,0.283418601,1.697627993
0.879588047,0.022276745,1.376385304
0.423872704,0.280077756,1.975484973
1.094693302,0.90615056,1.029044465
1.288075638,1.141855651,0.226129188
0.970928809,0.937905793,0.851148615
1.432546354,0.520059942,1.013406797
0.712111066,0.815562247,1.526927179
0.202694113,1.546938627,0.6550558
0.202163466,0.355463714,1.774024714
1.865526906,0.009056936,0.003978984
1.363329509,0.300516729,0.827042722
0.651353397,0.860663121,0.913114182
2.090559781,0.222106323,0.28423435
0.172927754,0.163533859,1.449753682
1.48716837,2.107721493,0.041242283
0.833909194,1.123181186,0.865008509
0.084739059,0.004190975,1.933940014
1.498945419,0.714571019,0.129546425
0.481218016,2.146406186,0.342509704
0.09885901,0.059068327,1.706851511
0.946315385,0.442159806,1.015860244
1.095677077,1.592904626,0.605439122
0.028138352,1.344660388,0.603998388
0.047327768,0.056382886,1.939181885
0.030734132,0.48376695,1.713607598
0.310866351,0.054070016,1.801831005
1.21496554,1.39753939,0.613666006
1.210550572,0.241663297,1.245133134
0.190443158,1.135755723,1.253605198
0.055597737,0.189024448,1.914420272
1.215745901,0.594368414,1.510079629
0.301269881,0.183692079,1.774396236
0.14742651,0.743687979,1.292854769
0.992785512,0.986066144,1.347483553
0.976033313,1.007315954,1.029028151
0.074119799,0.376802715,2.558639326
0.861254316,0.693248287,1.35480239
0.033221524,0.034668124,1.697136696
0.994438764,0.346215378,1.240606149
2.101848541,0.003299658,0.572157524
0.354080786,0.142044286,1.741726606
0.035171666,1.225141092,1.536834519
0.19538927,0.449237869,1.512759991
0.063727456,0.179753071,1.768631405
1.284152178,1.356942181,0.539085597
1.185657622,0.223963641,1.313677846
0.49743765,0.732645565,1.643009394
1.031286731,0.64324376,1.34290303
0.248882488,1.718509248,0.251469287
0.024228697,0.009004845,1.734058
1.843765836,0.287958602,1.415767109
0.798327326,0.967660462,1.126512162
0.958014616,0.456038749,1.563488616
0.885701966,1.094433176,1.638067343
1.112063261,0.44212631,1.24805778
1.192762597,1.021841517,0.235646763
0.592536414,0.291349779,1.666418132
0.904034429,1.11041888,1.342177384
0.090425412,0.103635858,1.828560581
1.413870742,1.013291941,1.088340975
1.206440428,0.62526107,1.829095926
1.209392884,0.014262551,1.273583912
0.229888426,0.641993591,2.05082987
1.684716243,0.68916652,0.549848125
0.42561392,1.032038217,1.41670753
0.181074759,0.389307648,2.088362823
1.288626918,0.027926905,1.104790724
0.271279012,0.620548609,1.570749031
1.289866656,0.718111162,0.498096293
1.260314873,0.73104176,0.882327385
1.013222821,1.127521508,0.704604318
0.464864763,0.330473489,1.893924619
0.124269589,0.031534784,1.630152537
1.171856056,0.41997666,1.329174038
0.523823782,0.7099855,1.773329999
0.317691346,0.895500037,1.368735031
0.066723046,0.031168768,1.964551623
0.781230851,1.58630038,0.212870811
0.597629052,0.924223677,0.750120017
0.938827722,1.208734778,0.668650742
0.179125267,0.303794181,1.589264603
1.692526202,1.128395032,0.019893861
