Obj1,Obj2,Obj3,Obj4,Obj5
1775.605526,11.0644479,10.28805614,2975.62744,9.504712046
1935.946017,12.13201637,9.653282927,3889.364135,9.445361321
1958.704615,11.48360067,7.730063773,3731.399298,9.309852899
1872.457625,11.01837458,8.880213519,3173.712669,9.377586939
1768.077055,10.30070817,9.228517394,2636.031656,9.189612695
1857.09796,11.18462916,9.398115012,3224.884905,9.45346359
1799.098494,10.72236109,9.766716064,2821.168233,9.383373556
0.295915219,1.000000006,19.98461383,-10000000000,5.722354747
1963.640692,11.65817809,8.281513529,3834.034771,9.371610527
1764.430618,10.63086375,10.22530227,2700.17675,9.399426274
1852.839396,11.71474134,10.04320968,3598.774445,9.569061827
1874.302143,12.38492872,10.54051099,3559.787285,9.477455086
1764.575523,12.60161023,11.67030233,2952.071218,9.484332536
1383.624734,7.502441887,6.956301332,661.5443057,8.731451467
1438.804557,6.731026764,6.557016534,309.1181103,8.80350354
1884.63096,10.97403519,6.839439934,3343.521078,9.176088267
1627.897774,9.555632962,10.57860974,2127.073652,8.996268338
1761.555591,10.32947484,8.022948543,2793.252667,9.082875129
1839.566478,10.73823767,7.494986933,3161.54451,9.173103055
1482.466496,12.20786125,12.6627824,2857.794813,9.206636006
1410.968895,9.209614946,9.611423536,1953.688523,8.69008914
1689.543069,9.904709896,11.11465699,2223.382872,9.226442187
1756.628245,12.53935307,11.44304913,2953.282613,9.634842247
1676.296222,9.906735898,9.008504797,2436.234203,8.994918641
1580.741073,8.467960847,6.227187179,1042.617461,8.907863212
1649.124049,12.61515406,12.5055704,2673.951744,9.406768971
1724.941688,10.06681755,10.23365511,2400.908021,9.201664877
1689.859936,10.87960057,11.08123109,2740.185549,9.526600901
1667.510983,9.775601249,9.734285848,2307.037976,9.015655007
1670.313937,10.30867652,11.44761665,2378.804662,9.408230278
1344.181365,11.49858099,12.41022456,2607.030376,9.07235944
1906.090389,11.04165367,7.538085883,3425.078364,9.253265702
1502.798895,9.472584407,9.661275146,2130.610799,8.807747642
1650.763002,10.23129244,8.119448924,1950.771858,9.018407852
1273.530387,7.202761887,7.743931128,606.8172265,8.595835055
1923.758786,11.24477192,8.201759925,3499.390493,9.354474625
1779.032854,11.68893397,10.66419961,3347.581088,9.631124236
1424.508622,5.731627761,6.581764426,-10000000000,8.789885155
1504.770693,6.885117109,6.297233903,318.7204143,8.858071853
1364.967876,11.20466414,11.95084944,2435.725745,9.060572358
1821.619076,12.54673753,11.1684591,3173.609335,9.536740994
1552.68754,12.06192015,12.21128654,2538.560591,9.771770904
1393.261956,9.221339833,9.040864964,1943.787945,8.661532004
1618.710922,7.410493626,6.545296432,338.8538486,8.949978961
1288.322897,11.85592658,13.0874608,2652.095143,9.059109015
1747.97592,10.21272804,8.656967435,2651.628822,9.097097527
1338.450075,6.993464209,7.228839784,478.6252963,8.679219135
1270.858968,6.275825768,7.643419397,276.1100209,8.60107822
1208.068325,7.017704219,8.279678308,571.539691,8.505310489
1577.327838,7.029266507,6.069996105,326.3718468,8.894838109
1340.593908,8.964048281,8.237883931,1694.590039,8.618118273
1477.256876,8.449484712,6.593506024,1121.978226,8.829486067
1616.541893,8.055111055,6.962755417,571.7608217,8.957680974
1437.134567,7.935725497,6.688006388,838.2351654,8.793453033
1624.660546,12.03289408,11.80040571,2788.916718,9.746592016
1763.682231,10.84251446,7.96603877,2622.121768,9.094112579
1472.857601,9.499318029,9.061150455,2153.667892,8.761162708
1452.343812,7.316188907,6.535164413,519.2597119,8.815328019
1337.242921,8.635364311,7.78829474,1412.768342,8.639216207
1369.904924,6.535080672,6.946793111,295.3903973,8.720662456
1594.164402,9.695702803,9.299482623,2288.633927,8.901270583
1575.137308,7.948792664,6.152230165,732.2709602,8.900100803
1956.777855,11.79580849,8.821939977,3912.934021,9.420465459
1176.055046,6.566405346,8.465040969,420.1401164,8.468136679
1439.531773,9.480716926,8.441782866,2122.885605,8.722196332
1662.687929,9.018276987,6.145448477,1241.601099,8.967942297
1845.409583,10.72930058,8.050557444,3079.653473,9.219767783
1676.215357,9.194053319,6.708393411,1255.71153,8.994504813
1787.163503,10.55559998,7.029615532,2477.494278,9.087497539
1700.259379,9.744480894,7.04864049,1644.795303,9.019927842
0.150975709,1.25E-08,19.98548245,-10000000000,5.160026612
1709.57297,11.52769155,11.13154291,3081.986006,9.656659949
1656.253874,9.27623443,7.177744731,1258.086467,8.990711575
1626.672747,10.49391264,8.804399758,2125.778568,9.034394779
1354.981701,12.16125581,13.30234375,2672.956001,9.121498458
1344.895717,5.505109944,7.055554842,-10000000000,8.693319757
1743.807673,10.15568769,6.368415467,2211.407527,9.032019015
1428.786031,8.832265848,7.060256239,1469.201348,8.761874537
1825.547878,10.67072744,7.493431122,3105.959512,9.154331737
1851.160105,11.07048414,9.350604309,3136.770208,9.429065737
1656.508972,10.22833216,11.65906102,2313.466334,9.402600733
1288.94726,7.936790165,7.811891099,968.5530053,8.602202451
1746.922967,10.43008866,10.399821,2572.999185,9.354205596
1909.831623,11.07979963,7.958378636,3400.773609,9.302850937
1957.005842,11.76834235,8.751615267,3895.466362,9.416836998
1741.870779,10.20077223,10.12372218,2481.869681,9.243327393
1497.420695,5.907526487,6.275023877,-10000000000,8.850358822
1934.580941,12.13057441,9.65509941,3883.38908,9.439696126
1890.334159,12.34280204,10.36798006,3659.443267,9.477710696
1548.1831,7.51327316,6.200073783,540.4781214,8.883387438
1911.035963,12.26806456,10.10828466,3795.270377,9.470821685
1686.289366,9.521457029,6.124008008,1781.475535,8.975276809
1954.514936,11.84527684,8.979500718,3939.780388,9.433249747
1700.743909,10.01663431,10.96123206,2296.002184,9.2558099
1367.980567,7.960068066,7.202142206,920.2272023,8.703416679
1899.054196,11.03480416,6.917988082,3393.420058,9.19116626
1930.107899,11.19462951,7.208694834,3539.359932,9.243273512
1641.174277,11.98596162,11.69315758,2836.34391,9.741597069
1652.739039,8.714289933,6.60053872,947.5262161,8.975915321
1723.39386,11.3749123,10.97251313,3074.713015,9.617899727
