Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7,Obj8,Obj9,Obj10
0.4531,0.43973,0.44305,0.42935,0.41797,0.45536,0.49946,0.46759,0.45155,0.45871
0.42193,0.40431,0.41369,0.39592,0.38938,0.48279,0.52951,0.49714,0.48814,0.49896
0.39424,0.37484,0.38534,0.36499,0.36924,0.51099,0.55266,0.52353,0.53362,0.52995
0.4153,0.40484,0.40612,0.39304,0.38554,0.48307,0.53385,0.50807,0.50838,0.48727
0.43921,0.43401,0.43241,0.41931,0.40928,0.45652,0.51095,0.48481,0.4795,0.45384
0.42527,0.40705,0.41945,0.39867,0.39004,0.47726,0.52751,0.50061,0.48022,0.4908
0.35167,0.32337,0.34912,0.32802,0.32074,0.54437,0.59698,0.58395,0.57122,0.57745
0.34741,0.33033,0.34208,0.32637,0.31181,0.54194,0.60305,0.59315,0.58966,0.56124
0.41699,0.40795,0.40761,0.39693,0.38433,0.48133,0.53385,0.51649,0.50625,0.47373
0.40506,0.38688,0.39827,0.38413,0.36709,0.4928,0.5486,0.53195,0.49979,0.50575
0.356,0.33225,0.34872,0.33654,0.3181,0.5367,0.59769,0.60616,0.56244,0.54821
0.3985,0.38539,0.39335,0.3824,0.35544,0.49018,0.556,0.55179,0.52205,0.49028
0.42917,0.4134,0.41977,0.40753,0.39219,0.47022,0.52587,0.51586,0.47496,0.46906
0.42452,0.41351,0.41662,0.40737,0.38829,0.4716,0.5304,0.51965,0.48181,0.46353
0.45451,0.44255,0.44431,0.43384,0.41686,0.44779,0.50066,0.48307,0.44731,0.44335
0.38719,0.37063,0.38422,0.36336,0.35896,0.51359,0.56521,0.52804,0.51805,0.53497
0.27594,0.25911,0.27986,0.25417,0.25078,0.61577,0.68641,0.6305,0.65102,0.67195
0.26354,0.25729,0.26304,0.24782,0.249,0.6212,0.694,0.64694,0.68807,0.6552
0.37989,0.37838,0.371,0.36217,0.34925,0.5112,0.57402,0.54274,0.55096,0.51122
0.28482,0.2582,0.28983,0.27048,0.23854,0.60581,0.68394,0.65779,0.61152,0.64547
0.041746,0.013924,0.060508,0.041061,0,0.80749,0.97484,1,0.95068,0.91689
0.26531,0.26692,0.26339,0.26057,0.23584,0.60568,0.70063,0.69831,0.68413,0.60701
0.29102,0.27249,0.29461,0.28408,0.25389,0.58641,0.67865,0.69394,0.60237,0.60332
0.28064,0.27153,0.27425,0.28291,0.23588,0.5951,0.70168,0.72778,0.64255,0.57703
0.39579,0.3827,0.38967,0.38367,0.35556,0.50027,0.56611,0.56666,0.49836,0.48536
0.28049,0.27437,0.29102,0.26885,0.25497,0.60497,0.69118,0.63242,0.60249,0.63199
0.15888,0.1819,0.18503,0.16028,0.13621,0.70153,0.83905,0.73976,0.75003,0.73858
0.27495,0.29001,0.27548,0.26789,0.2546,0.60238,0.69506,0.63983,0.6497,0.59499
0.18429,0.18442,0.2025,0.1939,0.13697,0.68283,0.82392,0.77992,0.68531,0.69979
0.1645,0.19423,0.17529,0.19066,0.12795,0.68723,0.85642,0.82898,0.75328,0.66126
0.29103,0.30521,0.29634,0.30233,0.24967,0.57808,0.69983,0.68627,0.5847,0.55753
0.29354,0.30935,0.30527,0.29452,0.26191,0.58655,0.68776,0.61455,0.57689,0.58652
0.28547,0.31312,0.2893,0.29263,0.25445,0.58496,0.70536,0.62979,0.60199,0.57031
0.28217,0.30584,0.29333,0.29239,0.24993,0.58656,0.71107,0.66092,0.58906,0.56102
0.34932,0.37368,0.35033,0.35256,0.32262,0.53373,0.628,0.56459,0.52705,0.50959
0.42491,0.40674,0.41497,0.39913,0.39327,0.48275,0.52699,0.49453,0.48336,0.49476
0.34491,0.32138,0.33878,0.32006,0.32795,0.57513,0.599,0.56482,0.57984,0.59242
0.33961,0.32713,0.32728,0.31844,0.32272,0.57966,0.60508,0.56756,0.60144,0.57966
0.41263,0.40621,0.40284,0.39293,0.38733,0.49275,0.53547,0.50459,0.5093,0.48304
0.35645,0.32877,0.3507,0.33377,0.32476,0.55672,0.59637,0.57306,0.54663,0.56966
0.21758,0.17706,0.20329,0.20393,0.20192,0.72003,0.7301,0.7465,0.73195,0.71951
0.34478,0.33397,0.33246,0.33487,0.31691,0.56326,0.60377,0.59366,0.58591,0.54211
0.36158,0.33613,0.35038,0.34475,0.32651,0.54888,0.59229,0.59387,0.54298,0.54113
0.35717,0.3396,0.34511,0.34455,0.32209,0.54906,0.59793,0.60633,0.55784,0.52503
0.42551,0.41615,0.41869,0.40907,0.38797,0.47314,0.531,0.51525,0.47396,0.46187
0.27714,0.25406,0.27367,0.26246,0.26395,0.64844,0.68581,0.62411,0.62243,0.67322
0,0,0,0,0.033016,1,1,0.88145,1,1
0.26374,0.27466,0.25609,0.26058,0.24979,0.64503,0.69494,0.64271,0.67662,0.61335
0.052458,0.0272,0.053924,0.075759,0.037904,0.90924,0.95887,0.95319,0.81287,0.87576
0.027796,0.045012,0.012944,0.06762,0.019148,0.92683,0.98776,0.99926,0.92156,0.79765
0.28096,0.27123,0.27656,0.28815,0.24812,0.62179,0.69929,0.71219,0.59963,0.57572
0.16287,0.19175,0.17705,0.18049,0.16022,0.75408,0.83674,0.7302,0.69091,0.72257
0.15288,0.1961,0.15864,0.17635,0.15044,0.75418,0.8432,0.74609,0.74462,0.68259
0.16181,0.18841,0.16327,0.19328,0.14213,0.75153,0.85852,0.81283,0.69614,0.66378
0.28518,0.30932,0.29177,0.29344,0.26525,0.61872,0.69867,0.61972,0.57895,0.56984
0.39612,0.3806,0.38426,0.37498,0.37214,0.52956,0.55372,0.51809,0.50605,0.51769
0.34094,0.32383,0.32631,0.32269,0.32667,0.59652,0.60504,0.56902,0.57836,0.57458
0.38826,0.38043,0.37192,0.37094,0.36842,0.53427,0.56055,0.52664,0.52791,0.50773
0.35042,0.33044,0.3372,0.33502,0.32525,0.5806,0.59973,0.58197,0.55092,0.55642
0.34699,0.33546,0.33166,0.33547,0.32624,0.58283,0.6027,0.5837,0.56116,0.54332
0.40215,0.38908,0.3879,0.38593,0.37388,0.51425,0.55052,0.54125,0.49835,0.48774
0.25759,0.25381,0.24842,0.25848,0.25391,0.70217,0.70663,0.639,0.6293,0.64881
0.26427,0.26985,0.24923,0.26441,0.25786,0.68979,0.69792,0.63889,0.64565,0.61512
0.27473,0.27169,0.26249,0.28365,0.25839,0.67374,0.69659,0.67074,0.60405,0.58777
0.28472,0.29871,0.27881,0.29063,0.26594,0.64402,0.69373,0.62365,0.58582,0.58075
0.41688,0.40956,0.40459,0.3987,0.39505,0.50451,0.5337,0.49474,0.48227,0.48498
0.41596,0.40996,0.4049,0.40019,0.39235,0.5033,0.53378,0.50124,0.48586,0.47657
0.41893,0.4103,0.40661,0.40183,0.39275,0.50173,0.53311,0.50416,0.47949,0.4739
0.38109,0.377,0.36747,0.3715,0.36224,0.54968,0.57395,0.53017,0.51097,0.5085
0.44559,0.43689,0.43263,0.42519,0.41738,0.47464,0.50774,0.47317,0.45436,0.45106
0.44663,0.434,0.43631,0.41847,0.42413,0.45844,0.50445,0.47246,0.45855,0.4692
0.41588,0.39886,0.40075,0.37947,0.41219,0.49419,0.52918,0.49735,0.50827,0.52221
0.41112,0.40025,0.39484,0.37677,0.40835,0.49508,0.53309,0.50293,0.52758,0.50966
0.43994,0.43577,0.4291,0.41623,0.41951,0.46037,0.50832,0.47986,0.48139,0.45693
