Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7,Obj8,Obj9,Obj10
0.44718,0.42254,0.42682,0.41715,0.41687,0.46993,0.496,0.46059,0.46863,0.48066
0.41776,0.38713,0.39992,0.38434,0.39185,0.4961,0.52325,0.49063,0.50632,0.52091
0.39542,0.36366,0.37668,0.35902,0.37107,0.51942,0.54442,0.51378,0.54423,0.54196
0.41802,0.39459,0.39752,0.38737,0.39146,0.49516,0.52328,0.4941,0.51435,0.50051
0.44906,0.42913,0.42717,0.42065,0.42196,0.46676,0.49177,0.46226,0.4783,0.46491
0.42009,0.38995,0.4034,0.38678,0.39193,0.49565,0.52267,0.493,0.49647,0.51223
0.3506,0.3053,0.33678,0.31624,0.31737,0.55951,0.59361,0.57914,0.58552,0.59896
0.35591,0.32588,0.33986,0.32769,0.326,0.5487,0.58621,0.57085,0.58939,0.56952
0.42268,0.40159,0.40147,0.39584,0.39201,0.48619,0.52182,0.4958,0.50667,0.48779
0.40422,0.37409,0.38788,0.37517,0.36977,0.5058,0.54071,0.52034,0.51082,0.52549
0.35946,0.32376,0.34278,0.33403,0.32353,0.54481,0.58716,0.58847,0.57166,0.55913
0.40663,0.38281,0.38747,0.38043,0.37713,0.49967,0.53945,0.5285,0.51966,0.49772
0.42919,0.40485,0.41008,0.40309,0.39598,0.4813,0.51685,0.49988,0.48594,0.48142
0.42786,0.40433,0.40962,0.40427,0.39251,0.48284,0.51913,0.503,0.4866,0.47786
0.46023,0.43779,0.43869,0.43306,0.42478,0.45385,0.48511,0.46325,0.45656,0.45188
0.38207,0.35072,0.37197,0.34888,0.35386,0.52975,0.56498,0.5217,0.534,0.56036
0.26652,0.2369,0.26203,0.23518,0.2457,0.63439,0.6922,0.63277,0.67684,0.70197
0.26766,0.24945,0.25611,0.2421,0.24667,0.62862,0.68798,0.63807,0.69949,0.66589
0.3828,0.36883,0.36555,0.35803,0.35526,0.52059,0.56296,0.52602,0.55652,0.5261
0.28006,0.24324,0.27941,0.25588,0.24418,0.61512,0.68492,0.65515,0.62779,0.66832
0.037738,0.0059608,0.058628,0.025275,0,0.8231,0.97618,1,0.97034,0.92797
0.27687,0.26737,0.26605,0.26397,0.25015,0.6096,0.68469,0.66744,0.68003,0.60921
0.28608,0.25664,0.2777,0.27199,0.24585,0.60116,0.68424,0.69163,0.62265,0.62127
