Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7,Obj8,Obj9,Obj10
0.45564,0.45349,0.45926,0.4167,0.40942,0.45424,0.49175,0.45407,0.46324,0.47439
0.42671,0.42367,0.43249,0.38835,0.38328,0.48358,0.51809,0.47859,0.49593,0.50827
0.40449,0.40644,0.4135,0.37671,0.35814,0.49911,0.53796,0.49855,0.52674,0.52346
0.4253,0.4346,0.42845,0.39523,0.37944,0.478,0.52072,0.48134,0.50287,0.49174
0.45057,0.45475,0.45413,0.41805,0.40036,0.45706,0.49429,0.46065,0.47958,0.46747
0.43179,0.42751,0.43828,0.39288,0.38532,0.47676,0.51414,0.48087,0.48659,0.50102
0.36376,0.35019,0.37124,0.32668,0.32751,0.54534,0.57851,0.5489,0.5716,0.5835
0.36181,0.36656,0.37086,0.33075,0.32468,0.53428,0.58027,0.5501,0.58711,0.56113
0.43221,0.44007,0.43401,0.40133,0.38434,0.47116,0.51517,0.47888,0.49914,0.48015
0.41569,0.41155,0.42588,0.38391,0.35965,0.48614,0.53205,0.50299,0.50042,0.51119
0.37546,0.36866,0.38032,0.34264,0.32102,0.52304,0.57364,0.55879,0.55511,0.54767
0.42074,0.41816,0.41818,0.38498,0.37655,0.48454,0.5285,0.50605,0.51199,0.49418
0.4433,0.4391,0.44858,0.40716,0.38692,0.46101,0.50774,0.4809,0.47575,0.47392
0.44485,0.4419,0.45093,0.41105,0.38909,0.45757,0.50532,0.47952,0.47426,0.47128
0.46338,0.46823,0.46907,0.43136,0.41286,0.43888,0.48688,0.4529,0.45091,0.45027
0.38524,0.38244,0.39349,0.3497,0.34475,0.52514,0.56228,0.51361,0.53056,0.56128
0.27303,0.26191,0.27842,0.22899,0.23886,0.63327,0.68543,0.62794,0.67896,0.71855
0.26143,0.2731,0.27669,0.24094,0.22636,0.62966,0.68903,0.63134,0.70998,0.68374
0.38269,0.39891,0.39163,0.35862,0.34087,0.51413,0.56513,0.5209,0.55296,0.5194
0.27807,0.26551,0.29882,0.24803,0.23729,0.61677,0.6788,0.63857,0.64169,0.68858
0.012846,0,0.027731,0,0,0.86341,0.99527,1,1,0.97148
0.27516,0.29088,0.2872,0.25762,0.24234,0.61046,0.6786,0.64018,0.68352,0.62857
0.26695,0.27452,0.2902,0.2546,0.2247,0.61054,0.69953,0.68498,0.63091,0.64266
0.29387,0.30543,0.30042,0.27745,0.25203,0.59263,0.66889,0.66098,0.63788,0.59152
0.40836,0.41109,0.41603,0.37993,0.35524,0.49244,0.54364,0.53232,0.50692,0.49376
0.27929,0.28079,0.2951,0.25149,0.25043,0.62138,0.6889,0.60397,0.62766,0.66993
0.11836,0.16859,0.14857,0.12154,0.10759,0.75175,0.8687,0.76069,0.80741,0.79536
0.25402,0.29003,0.27182,0.24036,0.23012,0.61625,0.71809,0.64131,0.68326,0.6339
0.14104,0.17533,0.1799,0.15802,0.10576,0.73174,0.8551,0.78777,0.73625,0.7543
0.16087,0.21929,0.19102,0.17671,0.12393,0.68643,0.85269,0.79119,0.75904,0.69185
0.28485,0.30638,0.30708,0.27175,0.24313,0.59035,0.69565,0.66083,0.61204,0.58787
0.26409,0.30549,0.2926,0.25866,0.2286,0.61385,0.71806,0.62142,0.61665,0.63133
0.26132,0.30972,0.27944,0.26087,0.23121,0.62194,0.72011,0.63151,0.63804,0.60524
0.25546,0.30349,0.28235,0.25664,0.22072,0.61799,0.7346,0.6625,0.62738,0.60199
